Ticker;Nom;SUB_IND_GICS;IND_GICS;REGION_NAME;CUR_MKT_CAP;CURR_ENTP_VAL;NET_INCOME_FIRM;SALES_REV_TURN;NET_REV;GROSS_PROFIT;EBIT;EBITDA;NET_DEBT;CURRENT_EV_TO_T12M_EBIT;CURRENT_EV_TO_T12M_EBITDA;PX_TO_SALES_RATIO;TRAIL_12M_NET_SALES;CURRENT_EV_TO_12M_SALES;PE_RATIO;NUM_OF_EMPLOYEES;SUSTAIN_GROWTH_RT;PROF_MARGIN;;Datetime of data import
INFI UW Equity;Infinity Pharmaceuticals Inc;Biotechnology;Health Care;United States;76606651,52;-11,88234848;#N/A N/A;1,719;#N/A N/A;#N/A N/A;-38,497;-38,014;-32,183;#N/A N/A;#N/A N/A;36,55084294;1,842;#N/A N/A;#N/A N/A;23;#N/A N/A;-2355,555556;;
TXMD UW Equity;TherapeuticsMD Inc;Pharmaceuticals;Health Care;United States;117100946,4;248,3109464;#N/A N/A;86,951;#N/A N/A;68,113;-139,77;-135,677;131,21;#N/A N/A;#N/A N/A;1,24119982;86,951;2,855757224;#N/A N/A;400;#N/A N/A;-198,2898414;;
CNDT UW Equity;Conduent Inc;Data Processing & Outsourced Services;Information Technology;United States;937079305,5;2340,079306;#N/A N/A;4140;#N/A N/A;1002;30;381;1261;80,69238984;6,141940434;0,223476856;4140;0,565236547;22,88076703;67000;#N/A N/A;-0,676328502;;
IRTC UW Equity;iRhythm Technologies Inc;Health Care Equipment;Health Care;United States;3248229836;3126,809836;#N/A N/A;322,825;#N/A N/A;213,567;-99,943;-76,601;-121,42;#N/A N/A;#N/A N/A;10,00089361;322,825;9,685773518;#N/A N/A;1700;#N/A N/A;-31,39812592;;
PRVB UW Equity;Provention Bio Inc;Pharmaceuticals;Health Care;United States;402429586,3;308,0335863;#N/A N/A;1,395;#N/A N/A;#N/A N/A;-115,578;-115,043;-94,396;#N/A N/A;#N/A N/A;288,4811785;1,395;220,8126067;#N/A N/A;#N/A N/A;#N/A N/A;-8203,010753;;
DZSI UR Equity;DZS Inc;Communications Equipment;Information Technology;United States;369774572,6;339,3085726;#N/A N/A;350,206;#N/A N/A;120,268;-32,252;-23,5;-30,466;#N/A N/A;#N/A N/A;1,023289845;350,206;0,968882808;#N/A N/A;840;#N/A N/A;-9,903599596;;
ARRY UQ Equity;Array Technologies Inc;Electrical Components & Equipment;Industrials;United States;1535436751;2084,621751;70,56359396;872,662;#N/A N/A;202,801;95,212;122,686;319,842;5414,601952;66,96791012;1,602393115;821,362;2,538006082;#N/A N/A;389;#N/A N/A;6,769287536;;
MGI UW Equity;MoneyGram International Inc;Data Processing & Outsourced Services;Information Technology;United States;973036157;1717,136157;#N/A N/A;1283,6;#N/A N/A;599,5;73,7;144;744,1;22,07209505;11,92455665;0,744964021;1283,6;1,3377502;50,03685877;3072;#N/A N/A;-2,952633219;;
RPRX UW Equity;Royalty Pharma PLC;Pharmaceuticals;Health Care;United States;23024119722;32469,22072;785,87;2289,463;#N/A N/A;#N/A N/A;1430,715;1453,711;4973,15;22,69440156;22,33540279;7,373465378;2289,763;14,18202466;33,05891599;#N/A N/A;-139,21418;27,06870563;;
ENTG UW Equity;Entegris Inc;Semiconductor Equipment;Information Technology;United States;16115000012;16709,56301;335,4319394;2298,893;#N/A N/A;1059,664;551,768;689,935;594,563;30,14226676;24,21903949;7,005003816;2298,893;7,26852577;37,37151459;5800;24,02714866;17,79665256;;
ENV UN Equity;Envestnet Inc;Application Software;Information Technology;United States;4004579450;4543,53445;23,85157753;1186,517;#N/A N/A;762,794;40,541;171,968;536,502;86,64955589;26,42081347;3,354008343;1186,517;3,829304132;90,75752157;4375;#N/A N/A;1,120590771;;
FBMS UQ Equity;First Bancshares Inc/The;Regional Banks;Financials;United States;725403240,3;#N/A N/A;#N/A N/A;214,218;194,537;#N/A N/A;#N/A N/A;#N/A N/A;-768,921;#N/A N/A;#N/A N/A;3,474110169;214,218;#N/A N/A;11,4346903;794;7,646008883;32,98447082;;
EFSC UW Equity;Enterprise Financial Services Corp;Regional Banks;Financials;United States;1870635266;#N/A N/A;#N/A N/A;450,973;427,937;#N/A N/A;#N/A N/A;#N/A N/A;-1455,058;#N/A N/A;#N/A N/A;3,781708903;450,973;#N/A N/A;10,12095401;1032;8,913993943;31,09219348;;
FSBW UR Equity;FS Bancorp Inc;Thrifts & Mortgage Finance;Financials;United States;259230514,5;#N/A N/A;#N/A N/A;133,887;124,162;#N/A N/A;#N/A N/A;#N/A N/A;70,223;#N/A N/A;#N/A N/A;2,234567085;133,887;#N/A N/A;8,275308686;506;13,44467771;30,13160226;;
APPS UR Equity;Digital Turbine Inc;Application Software;Information Technology;United States;3063972593;3322,126593;#N/A N/A;313,579;#N/A N/A;132,572;59,209;66,323;-16,221;41,13069943;26,84156319;3,010364721;993,389;3,344235333;46,75254791;280;15,29826095;17,50244755;;
FLNT UQ Equity;Fluent Inc;Advertising;Communication Services;United States;139093611,3;158,0326113;#N/A N/A;329,25;#N/A N/A;85,534;-4,665;10,982;18,939;#N/A N/A;14,39014855;0,429717344;329,25;0,479977559;#N/A N/A;265;-4,675397111;-3,055125285;;
ACCD UW Equity;Accolade Inc;Health Care Services;Health Care;United States;879833113,2;794,1101132;#N/A N/A;170,358;#N/A N/A;76,685;-46,777;-38,565;-433,884;#N/A N/A;#N/A N/A;2,276575215;275,497;2,882463741;#N/A N/A;#N/A N/A;-15,85302132;-29,73268059;;
TALS UQ Equity;Talaris Therapeutics Inc;Biotechnology;Health Care;United States;316659590,4;61,92559035;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-22,684;-22,237;-149,488;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;82;#N/A N/A;#N/A N/A;;
NXRT UN Equity;NexPoint Residential Trust Inc;Residential REITs;Real Estate;United States;2240201527;3751,390527;#N/A N/A;219,24;#N/A N/A;#N/A N/A;20,803;107,681;1505,05;180,3293048;34,8379986;10,06645637;219,24;17,11088545;#N/A N/A;3;3,945475882;10,50766284;;
RIGL UW Equity;Rigel Pharmaceuticals Inc;Biotechnology;Health Care;United States;514192217,3;399,8762173;#N/A N/A;149,236;#N/A N/A;148,153;-12,496;-6,891;-114,316;#N/A N/A;#N/A N/A;3,415685124;149,236;2,679488979;#N/A N/A;165;#N/A N/A;-12,00380605;;
APPN UQ Equity;Appian Corp;Systems Software;Information Technology;United States;3489595602;3390,514602;#N/A N/A;369,259;#N/A N/A;265,166;-83,907;-71,545;-99,081;#N/A N/A;#N/A N/A;9,295230776;369,259;9,181941679;#N/A N/A;1798;#N/A N/A;-24,00510211;;
NYMT UW Equity;New York Mortgage Trust Inc;Mortgage REITs;Financials;United States;1389750087;4707,454087;#N/A N/A;378,607;295,359;#N/A N/A;274,182;327,268;2688,732;24,65487596;14,38409526;3,651064935;378,607;12,43361609;9,592105213;64;-5,519770189;51,02916745;;
EXEL UW Equity;Exelixis Inc;Biotechnology;Health Care;United States;6625355129;5214,690129;231,063;1434,97;#N/A N/A;1382,097;286,666;305,628;-1410,665;18,08470683;17,06221331;4,555236032;1434,97;3,634006376;29,21126728;954;11,29967568;16,10228785;;
LXRX UW Equity;Lexicon Pharmaceuticals Inc;Biotechnology;Health Care;United States;306666779,6;221,0127796;#N/A N/A;0,298;#N/A N/A;0,298;-87,09;-86,798;-85,654;#N/A N/A;#N/A N/A;995,1494671;0,298;741,6536227;#N/A N/A;87;#N/A N/A;-29448,99329;;
COTY UN Equity;Coty Inc;Personal Products;Consumer Staples;United States;6752159946;11876,55995;#N/A N/A;4629,9;#N/A N/A;2768,2;-48,6;608,9;5516,7;46,58484306;13,28622882;1,258129618;5040,1;2,356413552;#N/A N/A;11430;2,046145154;-4,347826087;;
FDBC UQ Equity;Fidelity D&D Bancorp Inc;Regional Banks;Financials;United States;261113023,8;#N/A N/A;#N/A N/A;83,755;80,116;#N/A N/A;#N/A N/A;#N/A N/A;-86,257;#N/A N/A;#N/A N/A;2,939750158;83,755;#N/A N/A;9,2506827;265;9,654865106;29,9665485;;
CHCT UN Equity;Community Healthcare Trust Inc;Health Care REITs;Real Estate;United States;1008945970;1272,21997;#N/A N/A;90,579;#N/A N/A;#N/A N/A;32,907;63,308;263,274;38,66107425;20,09572203;10,33622743;90,579;14,04541859;46,79069963;30;-3,330774447;24,83136268;;
CRIS UQ Equity;Curis Inc;Biotechnology;Health Care;United States;247442496,3;136,5984963;#N/A N/A;10,649;#N/A N/A;10,116;-42,065;-40,554;-110,844;#N/A N/A;#N/A N/A;23,21852729;10,649;12,82735433;#N/A N/A;60;#N/A N/A;-426,6691708;;
BHLB UN Equity;Berkshire Hills Bancorp Inc;Regional Banks;Financials;United States;1453785675;#N/A N/A;#N/A N/A;472,313;434,414;#N/A N/A;#N/A N/A;#N/A N/A;-1460,258;#N/A N/A;#N/A N/A;3,129524862;472,313;#N/A N/A;17,68373087;1319;7,167040827;27,3158784;;
ARNA UW Equity;Arena Pharmaceuticals Inc;Biotechnology;Health Care;United States;6165321906;5656,063906;#N/A N/A;0,054;#N/A N/A;#N/A N/A;-624,299;-620,427;-509,258;#N/A N/A;#N/A N/A;113651,5942;0,054;104741,9242;#N/A N/A;448;#N/A N/A;-1141542,593;;
INVH UN Equity;Invitation Homes Inc;Residential REITs;Real Estate;United States;23789582416;31232,39342;#N/A N/A;1996,615;#N/A N/A;#N/A N/A;542,23;1149,081;7401,749;57,55023778;27,18032359;11,32771604;1996,615;15,64267193;98,44574301;1240;-1,037494476;13,0934106;;
FCFS UW Equity;FirstCash Holdings Inc;Consumer Finance;Financials;United States;3257422429;4724,016429;149,2048215;1698,965;#N/A N/A;919,152;181,706;353,051;1466,594;23,66734643;13,38054964;1,622396274;1698,965;2,780526043;18,88341621;17000;4,636629693;7,352064345;;
RVP UA Equity;Retractable Technologies Inc;Health Care Supplies;Health Care;United States;152276916,3;124,7380453;24,4648079;81,862453;#N/A N/A;37,008353;24,070753;25,006134;-21,868523;2,21386257;2,175940078;0,948979015;160,922043;0,775145797;3,145386763;182;87,91649139;29,58989392;;
LAUR UW Equity;Laureate Education Inc;Education Services;Consumer Discretionary;United States;2151859837;2396,410837;#N/A N/A;1086,701;#N/A N/A;272,211;-4,647;166,6;244,122;#N/A N/A;14,38421871;2,094006893;1086,671;2,205216372;#N/A N/A;24000;#N/A N/A;17,70919508;;
QS UN Equity;QuantumScape Corp;Auto Parts & Equipment;Consumer Discretionary;United States;6077921791;4669,927791;#N/A N/A;0;#N/A N/A;0;-215,266;-201,043;-1409,687;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
LTHM UN Equity;Livent Corp;Specialty Chemicals;Materials;United States;3502959327;3636,859327;#N/A N/A;420,4;#N/A N/A;88,4;29,7;56;133,9;120,2023168;64,94391655;7,976076801;420,4;8,650949873;230,5079652;1109;0,090117152;0,142721218;;
HBIO UQ Equity;Harvard Bioscience Inc;Life Sciences Tools & Services;Health Care;United States;251505818,2;300,6448182;#N/A N/A;118,904;#N/A N/A;67,652;2,066;11,626;49,139;103,1965279;25,85969536;2,072903703;118,904;2,528466815;88,04976839;494;-0,359815595;-0,242212205;;
WVE UQ Equity;WaVe Life Sciences Ltd;Pharmaceuticals;Health Care;United States;130207219,3;9,5692193;#N/A N/A;40,964;#N/A N/A;#N/A N/A;-127,016;-114,791;-120,648;#N/A N/A;#N/A N/A;2,659462653;40,964;0,233600705;#N/A N/A;238;#N/A N/A;-298,4205644;;
CUE UR Equity;Cue Biopharma Inc;Biotechnology;Health Care;United States;139430552,9;75,43055294;#N/A N/A;3,154325;#N/A N/A;#N/A N/A;-45,042585;-39,392127;-77,722469;#N/A N/A;#N/A N/A;19,05406111;7,162325;10,53157361;#N/A N/A;50;#N/A N/A;#N/A N/A;;
ALDX UR Equity;Aldeyra Therapeutics Inc;Biotechnology;Health Care;United States;217264472,7;-8,2765543;#N/A N/A;0;#N/A N/A;0;-36,42102;-35,952448;-62,530769;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;11;#N/A N/A;#N/A N/A;;
USLM UW Equity;United States Lime & Minerals Inc;Construction Materials;Materials;United States;657903911,6;555,7589116;37,2440896;189,255;#N/A N/A;59,26;46,417;69,182;-102,145;11,94872807;8,033287727;3,468943153;189,255;2,936561314;17,75936401;369;12,52014416;19,57411957;;
CCOI UW Equity;Cogent Communications Holdings Inc;Alternative Carriers;Communication Services;United States;3028759927;3971,216927;93,43788001;589,797;#N/A N/A;363,46;119,233;226,855;942,457;31,54578056;17,50552964;4,949977124;589,791;6,733192822;55,35579511;1001;#N/A N/A;8,169760104;;
OSTK UQ Equity;Overstock.com Inc;Internet & Direct Marketing Retail;Consumer Discretionary;United States;1870517533;1418,522533;#N/A N/A;2756,446;#N/A N/A;623,902;111,072;136,219;-451,995;12,59408823;10,41354388;0,676436796;2756,446;0,514620106;13,65998081;1350;64,00036491;14,12587078;;
ESPR UQ Equity;Esperion Therapeutics Inc;Pharmaceuticals;Health Care;United States;310338718,8;311,2017188;#N/A N/A;78,447;#N/A N/A;64,23;-226,73;-223,718;0,863;#N/A N/A;#N/A N/A;1,751789349;78,447;3,967031484;#N/A N/A;218;#N/A N/A;-343,0443484;;
NSTG UQ Equity;NanoString Technologies Inc;Life Sciences Tools & Services;Health Care;United States;1294724182;1197,561182;#N/A N/A;145,085;#N/A N/A;76,781;-108,226;-97,145;-97,163;#N/A N/A;#N/A N/A;8,804690763;145,085;8,254203965;#N/A N/A;766;#N/A N/A;-79,43894958;;
FLWS UW Equity;1-800-Flowers.com Inc;Internet & Direct Marketing Retail;Consumer Discretionary;United States;828004366;869,744366;123,3148489;2122,245;#N/A N/A;896,429;149,087;205,092;97,306;7,60535111;5,05368572;0,374371789;2213,634;0,392903419;9,331092949;4800;16,94122164;5,59087193;;
PRAX UW Equity;Praxis Precision Medicines Inc;Biotechnology;Health Care;United States;506732020;235,13202;#N/A N/A;0;#N/A N/A;0;-167,332;-165,738;-271,6;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;62;#N/A N/A;#N/A N/A;;
ALGS UW Equity;Aligos Therapeutics Inc;Biotechnology;Health Care;United States;107162276,3;-69,11672366;#N/A N/A;4,359;#N/A N/A;#N/A N/A;-128,321;-123,312;-176,279;#N/A N/A;#N/A N/A;22,74094218;4,359;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-2944,069741;;
TTGT UQ Equity;TechTarget Inc;Advertising;Communication Services;United States;2130857212;2230,446212;#N/A N/A;263,427;#N/A N/A;192,219;34,354;59,344;99,589;63,09426048;37,58503322;7,758813444;263,427;8,467037212;261,8056931;1000;#N/A N/A;0,360251607;;
EAR UW Equity;Eargo Inc;Health Care Equipment;Health Care;United States;135849589;-27,42641098;#N/A N/A;69,154;#N/A N/A;47,281;-34,871;-31,046;-196,152;#N/A N/A;#N/A N/A;0,20236916;85,495;#N/A N/A;#N/A N/A;238;#N/A N/A;-57,63224109;;
PYPL UW Equity;PayPal Holdings Inc;Data Processing & Outsourced Services;Information Technology;United States;1,15079E+11;114390,1853;#N/A N/A;25371;#N/A N/A;#N/A N/A;4262;5689;-689;26,69412196;20,10725704;4,568888646;25371;4,508698329;28,18510486;30900;19,97317108;16,43214694;;
PAYA UR Equity;Paya Holdings Inc;Data Processing & Outsourced Services;Information Technology;United States;658778891,8;753,8788918;-34,32142857;249,4;#N/A N/A;130,1;22,6;52,6;95,1;33,35747309;14,33229832;2,531489117;249,397;3,022770216;50,10643623;281;#N/A N/A;-1,24298316;;
FTDR UW Equity;Frontdoor Inc;Specialized Consumer Services;Consumer Discretionary;United States;2335746538;2721,746538;157,7142857;1602;#N/A N/A;784;237;272;386;11,48416261;10,0064211;1,510853147;1602;1,698967877;15,88625836;2081;#N/A N/A;7,990012484;;
RCM UW Equity;R1 RCM Inc;Health Care Services;Health Care;United States;6739065805;7448,265805;111,6880126;1474,6;#N/A N/A;311,8;145,7;236,7;709,2;49,07308225;31,46711367;4,366488641;1474,6;5,051041506;#N/A N/A;22000;-252,7309852;6,591618066;;
IRWD UW Equity;Ironwood Pharmaceuticals Inc;Biotechnology;Health Care;United States;1862897037;1718,570037;#N/A N/A;413,753;#N/A N/A;413,753;232,259;149,034;-144,327;7,356497186;#N/A N/A;4,589842245;413,753;4,153613478;3,588178824;232;158,0875655;127,7206449;;
ENVA UN Equity;Enova International Inc;Consumer Finance;Financials;United States;1193587328;2464,383328;314,6302334;1207,932;#N/A N/A;1024,26;413,063;459,248;1270,796;5,889080487;5,366127514;1,072381382;1207,932;2,040167268;5,091369631;1463;25,49691604;21,21766788;;
CPRX UR Equity;Catalyst Pharmaceuticals Inc;Biotechnology;Health Care;United States;788849479,4;618,3084794;#N/A N/A;119,072803;#N/A N/A;102,033646;41,303177;41,656978;-140,249405;12,77135064;12,67746031;5,929690485;133,538909;4,630174711;19,61538486;74;23,42326725;62,97239849;;
AXTA UN Equity;Axalta Coating Systems Ltd;Specialty Chemicals;Materials;United States;5352865766;8494,165766;#N/A N/A;4416,2;#N/A N/A;1428,9;462,4;814,5;3095,5;18,21603198;10,42868725;1,246946447;4416,2;1,923410572;14,22529438;13000;18,03889402;5,975725737;;
EME UN Equity;EMCOR Group Inc;Construction & Engineering;Industrials;United States;6120333175;5840,025175;387,9329741;9903,58;#N/A N/A;1501,737;530,8;713,964;-281,01;10,82684507;8,179719391;0,634183089;9903,58;0,589688292;16,46033981;34000;16,60068628;3,87266019;;
SGEN UW Equity;Seagen Inc;Biotechnology;Health Care;United States;25386303348;23296,83735;#N/A N/A;1574,371;#N/A N/A;1262,806;-682,056;-599,896;-2089,466;#N/A N/A;#N/A N/A;15,99129442;1574,372;14,79755239;#N/A N/A;2675;#N/A N/A;-42,84066462;;
IAA UN Equity;IAA Inc;Diversified Support Services;Industrials;United States;4888945909;7194,945909;338,1806186;1837,4;#N/A N/A;724,7;445,9;686,3;2306;14,39759165;10,48367464;2,666906483;1837,4;3,915829928;16,04234025;4446;146,1042184;16,02264069;;
NTLA UQ Equity;Intellia Therapeutics Inc;Biotechnology;Health Care;United States;4552031150;3540,00515;#N/A N/A;33,053;#N/A N/A;33,053;-267,85;-248,088;-1012,026;#N/A N/A;#N/A N/A;131,8140689;33,053;107,1008728;#N/A N/A;485;#N/A N/A;-810,4922397;;
SLVM UN Equity;Sylvamo Corp;Paper Products;Materials;United States;1488758695;2729,758695;#N/A N/A;3502;#N/A N/A;1204;458;612;1241;5,951805508;4,460390025;#N/A N/A;#N/A N/A;0,779485635;#N/A N/A;#N/A N/A;#N/A N/A;9,451741862;;
WPC UN Equity;WP Carey Inc;Diversified REITs;Real Estate;United States;15164595795;21938,8878;#N/A N/A;1331,524;#N/A N/A;#N/A N/A;604,868;1094,441;6772,626;36,33956824;20,04574737;10,90428076;1331,524;16,47652449;37,59169311;183;-5,604348131;30,79088323;;
XHR UN Equity;Xenia Hotels & Resorts Inc;Hotel & Resort REITs;Real Estate;United States;2129792629;3134,619629;#N/A N/A;616,188;#N/A N/A;397,417;-60,884;70,154;997,732;#N/A N/A;44,68198006;3,440810869;616,188;5,087115668;#N/A N/A;48;#N/A N/A;-23,29110596;;
AXON UW Equity;Axon Enterprise Inc;Aerospace & Defense;Industrials;United States;8496219868;8080,176868;#N/A N/A;863,381;#N/A N/A;540,91;-168,123;-141,934;-416,043;#N/A N/A;#N/A N/A;9,180688961;863,381;9,358761506;#N/A N/A;2148;#N/A N/A;-6,951508083;;
RXRX UW Equity;Recursion Pharmaceuticals Inc;Biotechnology;Health Care;United States;1030857745;457,5677453;#N/A N/A;3,962;#N/A N/A;#N/A N/A;-84,615;-80,173;-246,464;#N/A N/A;#N/A N/A;50,30279626;3,962;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-2196,012115;;
ADN UR Equity;Advent Technologies Holdings Inc;Electrical Components & Equipment;Industrials;United States;157604792,3;71,59745733;#N/A N/A;0;#N/A N/A;0;-1,631364;#N/A N/A;2,740704;#N/A N/A;#N/A N/A;32,08943613;4,166754;17,1830296;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
AKYA UW Equity;Akoya Biosciences Inc;Life Sciences Tools & Services;Health Care;United States;374496738,5;287,2507385;#N/A N/A;42,443;#N/A N/A;25,908;-12,011;-8,196;17,988;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;169;#N/A N/A;-39,36102538;;
BMEA UW Equity;Biomea Fusion Inc;Biotechnology;Health Care;United States;188669230,6;18,00323056;#N/A N/A;0;#N/A N/A;0;-41,667;-40,118;-170,666;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;51;#N/A N/A;#N/A N/A;;
SPNS UW Equity;Sapiens International Corp NV;Application Software;Information Technology;Israel;1362602678;1300,719678;47,33786527;461,035;#N/A N/A;187,844;57,488;86,157;-61,883;21,69874467;15,09708646;2,954133121;461,035;2,821303541;26,78276187;3438;11,93481179;10,23154424;;
CORT UR Equity;Corcept Therapeutics Inc;Pharmaceuticals;Health Care;United States;2445611938;2110,325938;#N/A N/A;365,978;#N/A N/A;360,697;124,477;127,544;-335,286;16,95354112;16,54586604;7,288558151;365,978;5,76626447;25,83146416;238;25,02646962;30,74283154;;
DASH UN Equity;DoorDash Inc;Internet & Direct Marketing Retail;Consumer Discretionary;United States;26803291079;22795,29108;#N/A N/A;4888;#N/A N/A;2550;-452;-247;-4008;#N/A N/A;#N/A N/A;5,305431962;4888;4,663521088;#N/A N/A;8600;#N/A N/A;-9,574468085;;
RIOT UR Equity;Riot Blockchain Inc;Application Software;Information Technology;United States;1695122636;1631,985636;#N/A N/A;12,081;#N/A N/A;5,83;-19,317;-14,823;-223,382;#N/A N/A;79,43855315;10,17464777;127,644;12,78544731;#N/A N/A;8;#N/A N/A;-104,9085341;;
IPGP UW Equity;IPG Photonics Corp;Electronic Manufacturing Services;Information Technology;United States;5794215469;4338,481469;#N/A N/A;1460,86;#N/A N/A;696,398;352,763;457,068;-1456,373;12,26179713;9,491982526;4,001086324;1460,86;2,969813308;21,21123972;6580;10,42873536;19,05836288;;
AWI UN Equity;Armstrong World Industries Inc;Building Products;Industrials;United States;4230508811;4804,008811;200,6840132;1106,6;#N/A N/A;405,6;260;362,9;573,5;18,42803761;13,23783084;3,87052474;1106,6;4,341233337;22,44756077;2800;28,70934004;16,55521417;;
QNST UW Equity;QuinStreet Inc;Interactive Media & Services;Communication Services;United States;626273433,8;522,9974338;24,59585649;578,487;#N/A N/A;70,531;13,926;35,374;-96,169;68,64384221;17,85278832;1,049219419;589,189;0,88765648;61,76791588;614;#N/A N/A;4,071828753;;
CUTR UW Equity;Cutera Inc;Health Care Equipment;Health Care;United States;741554316,7;728,8193167;#N/A N/A;231,27;#N/A N/A;133,105;1,83;6,716;-12,735;275,1623886;108,5198506;3,177198201;231,27;3,151378547;#N/A N/A;481;#N/A N/A;0,891598564;;
OLMA UW Equity;Olema Pharmaceuticals Inc;Biotechnology;Health Care;United States;167845799,7;-116,1152003;#N/A N/A;0;#N/A N/A;0;-71,491;-71,328;-283,961;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;74;#N/A N/A;#N/A N/A;;
NGMS UQ Equity;NEOGAMES SA;Casinos & Gaming;Consumer Discretionary;Israel;327430144,8;273,5681448;9,90225457;50,463;#N/A N/A;42,517;11,633;23,29;-45,595;#N/A N/A;#N/A N/A;6,429279912;50,463;#N/A N/A;75,47058779;153;#N/A N/A;9,218635436;;
MEIP UR Equity;MEI Pharma Inc;Biotechnology;Health Care;United States;230729920,6;52,82092058;#N/A N/A;25,535;#N/A N/A;24,127;-69,685;-67,893;-145,128;#N/A N/A;#N/A N/A;4,639914846;44,143;1,196586561;#N/A N/A;76;#N/A N/A;-198,0614842;;
TLS UQ Equity;Telos Corp;Systems Software;Information Technology;United States;663546986,2;545,1779862;#N/A N/A;179,917;#N/A N/A;62,42;0,297;6,374;-88,787;#N/A N/A;#N/A N/A;2,344940856;223,269;2,441798844;#N/A N/A;785;#N/A N/A;0,937654585;;
MNKD UQ Equity;MannKind Corp;Biotechnology;Health Care;United States;804495578,1;882,6215781;#N/A N/A;75,442;#N/A N/A;36,585;-47,022;-40,686;78,126;#N/A N/A;#N/A N/A;10,55151473;75,442;11,6993396;#N/A N/A;348;#N/A N/A;-107,2691604;;
HCI UN Equity;HCI Group Inc;Property & Casualty Insurance;Financials;United States;722813624,3;233,4516243;5,982128372;407,915;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-580,455;13,23947283;#N/A N/A;1,435502403;407,915;0,572304584;#N/A N/A;513;-55,19055386;0,454996752;;
NLSN UN Equity;Nielsen Holdings PLC;Research & Consulting Services;Industrials;United States;6165164972;11773,16497;#N/A N/A;3500;#N/A N/A;2288;872;1470;5426;13,41877665;8,008955763;1,7573657;3500;3,36376142;10,58977948;15000;32,70294219;27,51428571;;
TARS UW Equity;Tarsus Pharmaceuticals Inc;Pharmaceuticals;Health Care;United States;372185856;188,384856;#N/A N/A;0;#N/A N/A;0;-26,998;-26,902;-168,129;#N/A N/A;#N/A N/A;6,486098675;56,689;3,323128932;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
EQBK UW Equity;Equity Bancshares Inc;Regional Banks;Financials;United States;530799451,9;#N/A N/A;#N/A N/A;190,21;175,421;#N/A N/A;#N/A N/A;#N/A N/A;-102,135;#N/A N/A;#N/A N/A;2,510314826;190,058;#N/A N/A;8,087478956;702;11,55590787;29,91660064;;
TIG UW Equity;Trean Insurance Group Inc;Property & Casualty Insurance;Financials;United States;172977878,1;78,73887806;20,64446184;217,69;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-94,239;3,278191351;#N/A N/A;0,796886428;217,01;0,361701861;10,25871418;#N/A N/A;#N/A N/A;8,87959943;;
RLAY UQ Equity;Relay Therapeutics Inc;Biotechnology;Health Care;United States;2463371001;1528,198001;#N/A N/A;3,029;#N/A N/A;#N/A N/A;-364,698;-356,665;-935,173;#N/A N/A;#N/A N/A;704,7059714;3,029;504,5222849;#N/A N/A;#N/A N/A;#N/A N/A;-12012,94156;;
DXCM UW Equity;Dexcom Inc;Health Care Equipment;Health Care;United States;39681401836;38832,30184;243,9260495;2448,5;#N/A N/A;1680,5;265,8;391,1;-849,1;142,9050429;99,28995611;16,15462699;2448,5;15,85962909;434,7257377;6300;#N/A N/A;6,318153972;;
CTSO UR Equity;CytoSorbents Corp;Health Care Equipment;Health Care;United States;129212665,6;90,89646756;#N/A N/A;43,165527;#N/A N/A;32,118177;-22,744745;-21,615132;-38,316198;#N/A N/A;#N/A N/A;2,983165766;43,165332;2,105765269;#N/A N/A;221;#N/A N/A;-56,89412294;;
SBRA UW Equity;Sabra Health Care REIT Inc;Health Care REITs;Real Estate;United States;3262676600;5545,1556;#N/A N/A;569,545;#N/A N/A;#N/A N/A;201,25;380,241;2282,479;27,5535682;14,58326588;5,421728183;569,545;9,73611497;#N/A N/A;42;#N/A N/A;-19,88534708;;
MNTV UW Equity;Momentive Global Inc;Application Software;Information Technology;United States;2188423004;2171,139004;#N/A N/A;443,786;#N/A N/A;357,365;-112,572;-61,391;-17,284;#N/A N/A;#N/A N/A;4,819955467;443,786;4,892310718;#N/A N/A;1600;#N/A N/A;-27,77216947;;
CDXS UW Equity;Codexis Inc;Life Sciences Tools & Services;Health Care;United States;1120763679;1051,620679;#N/A N/A;104,754;#N/A N/A;82,545;-22,697;-15,188;-69,143;#N/A N/A;#N/A N/A;10,60501497;104,755;10,03895487;#N/A N/A;261;#N/A N/A;-20,31330546;;
